2010-07-31 00:00 9999-99-99 99:99      1.290 -9999 -999.99     8 -9 -99999999
2010-08-03 00:00 9999-99-99 99:99      1.364 -9999 -999.99     8 -9 -99999999
2010-08-06 00:00 9999-99-99 99:99      1.095 -9999 -999.99     8 -9 -99999999
2010-08-09 00:00 9999-99-99 99:99      1.369 -9999 -999.99     8 -9 -99999999
2010-08-12 00:00 9999-99-99 99:99      0.750 -9999 -999.99     8 -9 -99999999
2010-08-15 00:00 9999-99-99 99:99      0.984 -9999 -999.99     8 -9 -99999999
2010-08-18 00:00 9999-99-99 99:99      1.055 -9999 -999.99     8 -9 -99999999
2010-08-21 00:00 9999-99-99 99:99      1.006 -9999 -999.99     8 -9 -99999999
2010-08-24 00:00 9999-99-99 99:99      0.752 -9999 -999.99     8 -9 -99999999
2010-08-27 00:00 9999-99-99 99:99      1.143 -9999 -999.99     8 -9 -99999999
2010-08-30 00:00 9999-99-99 99:99      2.054 -9999 -999.99     8 -9 -99999999
2010-09-02 00:00 9999-99-99 99:99      0.355 -9999 -999.99     8 -9 -99999999
2010-09-05 00:00 9999-99-99 99:99      1.107 -9999 -999.99     8 -9 -99999999
2010-09-08 00:00 9999-99-99 99:99      1.015 -9999 -999.99     8 -9 -99999999
2010-09-11 00:00 9999-99-99 99:99      0.636 -9999 -999.99     8 -9 -99999999
2010-09-14 00:00 9999-99-99 99:99      1.420 -9999 -999.99     8 -9 -99999999
2010-09-17 00:00 9999-99-99 99:99      0.625 -9999 -999.99     8 -9 -99999999
2010-09-20 00:00 9999-99-99 99:99      0.912 -9999 -999.99     8 -9 -99999999
2010-09-23 00:00 9999-99-99 99:99      0.331 -9999 -999.99     8 -9 -99999999
2010-09-26 00:00 9999-99-99 99:99      0.380 -9999 -999.99     8 -9 -99999999
2010-09-29 00:00 9999-99-99 99:99      0.396 -9999 -999.99     8 -9 -99999999
2010-10-02 00:00 9999-99-99 99:99      0.465 -9999 -999.99     8 -9 -99999999
2010-10-05 00:00 9999-99-99 99:99      0.981 -9999 -999.99     8 -9 -99999999
2010-10-08 00:00 9999-99-99 99:99      1.110 -9999 -999.99     8 -9 -99999999
2010-10-11 00:00 9999-99-99 99:99      1.159 -9999 -999.99     8 -9 -99999999
2010-10-14 00:00 9999-99-99 99:99      0.414 -9999 -999.99     8 -9 -99999999
2010-10-17 00:00 9999-99-99 99:99      0.583 -9999 -999.99     8 -9 -99999999
2010-10-20 00:00 9999-99-99 99:99      0.572 -9999 -999.99     8 -9 -99999999
2010-10-23 00:00 9999-99-99 99:99      1.306 -9999 -999.99     8 -9 -99999999
2010-10-26 00:00 9999-99-99 99:99      0.344 -9999 -999.99     8 -9 -99999999
2010-10-29 00:00 9999-99-99 99:99      0.330 -9999 -999.99     8 -9 -99999999
2010-11-01 00:00 9999-99-99 99:99      0.528 -9999 -999.99     8 -9 -99999999
2010-11-04 00:00 9999-99-99 99:99      0.352 -9999 -999.99     8 -9 -99999999
2010-11-07 00:00 9999-99-99 99:99      0.725 -9999 -999.99     8 -9 -99999999
2010-11-10 00:00 9999-99-99 99:99      0.387 -9999 -999.99     8 -9 -99999999
2010-11-13 00:00 9999-99-99 99:99      0.768 -9999 -999.99     8 -9 -99999999
2010-11-16 00:00 9999-99-99 99:99      0.254 -9999 -999.99     8 -9 -99999999
2010-11-19 00:00 9999-99-99 99:99      0.250 -9999 -999.99     8 -9 -99999999
2010-11-22 00:00 9999-99-99 99:99      0.455 -9999 -999.99     8 -9 -99999999
2010-11-25 00:00 9999-99-99 99:99      0.664 -9999 -999.99     8 -9 -99999999
2010-11-28 00:00 9999-99-99 99:99      0.420 -9999 -999.99     8 -9 -99999999
2010-12-01 00:00 9999-99-99 99:99      0.559 -9999 -999.99     8 -9 -99999999
2010-12-04 00:00 9999-99-99 99:99      0.272 -9999 -999.99     8 -9 -99999999
2010-12-07 00:00 9999-99-99 99:99      0.547 -9999 -999.99     8 -9 -99999999
2010-12-10 00:00 9999-99-99 99:99      0.535 -9999 -999.99     8 -9 -99999999
2010-12-13 00:00 9999-99-99 99:99      0.402 -9999 -999.99     8 -9 -99999999
2010-12-16 00:00 9999-99-99 99:99      0.228 -9999 -999.99     8 -9 -99999999
2010-12-19 00:00 9999-99-99 99:99      0.501 -9999 -999.99     8 -9 -99999999
2010-12-22 00:00 9999-99-99 99:99      0.462 -9999 -999.99     8 -9 -99999999
2010-12-25 00:00 9999-99-99 99:99      0.477 -9999 -999.99     8 -9 -99999999
2010-12-28 00:00 9999-99-99 99:99      0.330 -9999 -999.99     8 -9 -99999999
2010-12-31 00:00 9999-99-99 99:99      0.370 -9999 -999.99     8 -9 -99999999
2011-01-03 00:00 9999-99-99 99:99      0.523 -9999 -999.99     8 -9 -99999999
2011-01-06 00:00 9999-99-99 99:99      0.230 -9999 -999.99     8 -9 -99999999
2011-01-09 00:00 9999-99-99 99:99      0.365 -9999 -999.99     8 -9 -99999999
2011-01-12 00:00 9999-99-99 99:99      0.669 -9999 -999.99     8 -9 -99999999
2011-01-15 00:00 9999-99-99 99:99      0.552 -9999 -999.99     8 -9 -99999999
2011-01-18 00:00 9999-99-99 99:99      0.431 -9999 -999.99     8 -9 -99999999
2011-01-21 00:00 9999-99-99 99:99      0.167 -9999 -999.99     8 -9 -99999999
2011-01-24 00:00 9999-99-99 99:99      0.164 -9999 -999.99     8 -9 -99999999
2011-01-27 00:00 9999-99-99 99:99      0.218 -9999 -999.99     8 -9 -99999999
2011-01-30 00:00 9999-99-99 99:99      0.530 -9999 -999.99     8 -9 -99999999
2011-02-02 00:00 9999-99-99 99:99      0.271 -9999 -999.99     8 -9 -99999999
2011-02-05 00:00 9999-99-99 99:99      0.106 -9999 -999.99     8 -9 -99999999
2011-02-08 00:00 9999-99-99 99:99      0.176 -9999 -999.99     8 -9 -99999999
2011-02-11 00:00 9999-99-99 99:99      0.172 -9999 -999.99     8 -9 -99999999
2011-02-14 00:00 9999-99-99 99:99      0.232 -9999 -999.99     8 -9 -99999999
2011-02-17 00:00 9999-99-99 99:99      0.287 -9999 -999.99     8 -9 -99999999
2011-02-20 00:00 9999-99-99 99:99      0.276 -9999 -999.99     8 -9 -99999999
2011-02-23 00:00 9999-99-99 99:99      0.692 -9999 -999.99     8 -9 -99999999
2011-02-26 00:00 9999-99-99 99:99      0.452 -9999 -999.99     8 -9 -99999999
2011-03-01 00:00 9999-99-99 99:99      0.424 -9999 -999.99     8 -9 -99999999
2011-03-04 00:00 9999-99-99 99:99      0.550 -9999 -999.99     8 -9 -99999999
2011-03-07 00:00 9999-99-99 99:99      0.268 -9999 -999.99     8 -9 -99999999
2011-03-10 00:00 9999-99-99 99:99      0.362 -9999 -999.99     8 -9 -99999999
2011-03-13 00:00 9999-99-99 99:99      0.636 -9999 -999.99     8 -9 -99999999
2011-03-16 00:00 9999-99-99 99:99      0.346 -9999 -999.99     8 -9 -99999999
2011-03-19 00:00 9999-99-99 99:99      0.757 -9999 -999.99     8 -9 -99999999
2011-03-22 00:00 9999-99-99 99:99      0.158 -9999 -999.99     8 -9 -99999999
2011-03-25 00:00 9999-99-99 99:99      1.374 -9999 -999.99     8 -9 -99999999
2011-03-28 00:00 9999-99-99 99:99      0.345 -9999 -999.99     8 -9 -99999999
2011-03-31 00:00 9999-99-99 99:99      0.143 -9999 -999.99     8 -9 -99999999
2011-04-03 00:00 9999-99-99 99:99      0.166 -9999 -999.99     8 -9 -99999999
2011-04-06 00:00 9999-99-99 99:99      0.745 -9999 -999.99     8 -9 -99999999
2011-04-09 00:00 9999-99-99 99:99      0.217 -9999 -999.99     8 -9 -99999999
2011-04-12 00:00 9999-99-99 99:99      0.153 -9999 -999.99     8 -9 -99999999
2011-04-15 00:00 9999-99-99 99:99      0.190 -9999 -999.99     8 -9 -99999999
2011-04-18 00:00 9999-99-99 99:99      0.025 -9999 -999.99     8 -9 -99999999
2011-04-21 00:00 9999-99-99 99:99      2.231 -9999 -999.99     8 -9 -99999999
2011-04-24 00:00 9999-99-99 99:99      0.430 -9999 -999.99     8 -9 -99999999
2011-04-27 00:00 9999-99-99 99:99      0.234 -9999 -999.99     8 -9 -99999999
2011-04-30 00:00 9999-99-99 99:99      0.345 -9999 -999.99     8 -9 -99999999
2011-05-03 00:00 9999-99-99 99:99      0.227 -9999 -999.99     8 -9 -99999999
2011-05-06 00:00 9999-99-99 99:99      0.283 -9999 -999.99     8 -9 -99999999
2011-05-09 00:00 9999-99-99 99:99      1.797 -9999 -999.99     8 -9 -99999999
2011-05-12 00:00 9999-99-99 99:99      0.271 -9999 -999.99     8 -9 -99999999
2011-05-15 00:00 9999-99-99 99:99      0.400 -9999 -999.99     8 -9 -99999999
2011-05-18 00:00 9999-99-99 99:99      0.739 -9999 -999.99     8 -9 -99999999
2011-05-21 00:00 9999-99-99 99:99      0.321 -9999 -999.99     8 -9 -99999999
2011-05-24 00:00 9999-99-99 99:99      0.403 -9999 -999.99     8 -9 -99999999
2011-05-27 00:00 9999-99-99 99:99      0.413 -9999 -999.99     8 -9 -99999999
2011-05-30 00:00 9999-99-99 99:99      0.343 -9999 -999.99     8 -9 -99999999
2011-06-02 00:00 9999-99-99 99:99      1.733 -9999 -999.99     8 -9 -99999999
2011-06-05 00:00 9999-99-99 99:99      1.197 -9999 -999.99     8 -9 -99999999
2011-06-08 00:00 9999-99-99 99:99      1.326 -9999 -999.99     8 -9 -99999999
2011-06-11 00:00 9999-99-99 99:99      1.038 -9999 -999.99     8 -9 -99999999
2011-06-14 00:00 9999-99-99 99:99      0.631 -9999 -999.99     8 -9 -99999999
2011-06-17 00:00 9999-99-99 99:99      0.601 -9999 -999.99     8 -9 -99999999
2011-06-20 00:00 9999-99-99 99:99      0.782 -9999 -999.99     8 -9 -99999999
2011-06-23 00:00 9999-99-99 99:99      0.803 -9999 -999.99     8 -9 -99999999
2011-06-26 00:00 9999-99-99 99:99      0.617 -9999 -999.99     8 -9 -99999999
2011-06-29 00:00 9999-99-99 99:99      2.160 -9999 -999.99     8 -9 -99999999
2011-07-02 00:00 9999-99-99 99:99      1.084 -9999 -999.99     8 -9 -99999999
2011-07-05 00:00 9999-99-99 99:99      0.974 -9999 -999.99     8 -9 -99999999
2011-07-08 00:00 9999-99-99 99:99      0.841 -9999 -999.99     8 -9 -99999999
2011-07-11 00:00 9999-99-99 99:99      1.183 -9999 -999.99     8 -9 -99999999
2011-07-14 00:00 9999-99-99 99:99      0.817 -9999 -999.99     8 -9 -99999999
2011-07-17 00:00 9999-99-99 99:99      0.942 -9999 -999.99     8 -9 -99999999
2011-07-20 00:00 9999-99-99 99:99      1.216 -9999 -999.99     8 -9 -99999999
2011-07-23 00:00 9999-99-99 99:99      0.865 -9999 -999.99     8 -9 -99999999
2011-07-26 00:00 9999-99-99 99:99      1.696 -9999 -999.99     8 -9 -99999999
2011-07-29 00:00 9999-99-99 99:99      1.142 -9999 -999.99     8 -9 -99999999
2011-08-01 00:00 9999-99-99 99:99      1.250 -9999 -999.99     8 -9 -99999999
2011-08-04 00:00 9999-99-99 99:99      1.060 -9999 -999.99     8 -9 -99999999
2011-08-07 00:00 9999-99-99 99:99      0.807 -9999 -999.99     8 -9 -99999999
2011-08-10 00:00 9999-99-99 99:99      1.176 -9999 -999.99     8 -9 -99999999
2011-08-13 00:00 9999-99-99 99:99      0.771 -9999 -999.99     8 -9 -99999999
2011-08-16 00:00 9999-99-99 99:99      0.809 -9999 -999.99     8 -9 -99999999
2011-08-19 00:00 9999-99-99 99:99      0.897 -9999 -999.99     8 -9 -99999999
2011-08-22 00:00 9999-99-99 99:99      1.299 -9999 -999.99     8 -9 -99999999
2011-08-25 00:00 9999-99-99 99:99      2.644 -9999 -999.99     8 -9 -99999999
2011-08-28 00:00 9999-99-99 99:99      1.725 -9999 -999.99     8 -9 -99999999
2011-08-31 00:00 9999-99-99 99:99      1.958 -9999 -999.99     8 -9 -99999999
2011-09-03 00:00 9999-99-99 99:99      0.511 -9999 -999.99     8 -9 -99999999
2011-09-06 00:00 9999-99-99 99:99      0.982 -9999 -999.99     8 -9 -99999999
2011-09-09 00:00 9999-99-99 99:99      0.705 -9999 -999.99     8 -9 -99999999
2011-09-12 00:00 9999-99-99 99:99      1.306 -9999 -999.99     8 -9 -99999999
2011-09-15 00:00 9999-99-99 99:99      0.328 -9999 -999.99     8 -9 -99999999
2011-09-18 00:00 9999-99-99 99:99      1.101 -9999 -999.99     8 -9 -99999999
2011-09-21 00:00 9999-99-99 99:99      0.369 -9999 -999.99     8 -9 -99999999
2011-09-24 00:00 9999-99-99 99:99      0.961 -9999 -999.99     8 -9 -99999999
2011-09-27 00:00 9999-99-99 99:99      0.851 -9999 -999.99     8 -9 -99999999
2011-09-30 00:00 9999-99-99 99:99      0.499 -9999 -999.99     8 -9 -99999999
2011-10-03 00:00 9999-99-99 99:99      1.577 -9999 -999.99     8 -9 -99999999
2011-10-06 00:00 9999-99-99 99:99      1.052 -9999 -999.99     8 -9 -99999999
2011-10-09 00:00 9999-99-99 99:99      1.259 -9999 -999.99     8 -9 -99999999
2011-10-12 00:00 9999-99-99 99:99      0.331 -9999 -999.99     8 -9 -99999999
2011-10-15 00:00 9999-99-99 99:99      0.841 -9999 -999.99     8 -9 -99999999
2011-10-18 00:00 9999-99-99 99:99      0.615 -9999 -999.99     8 -9 -99999999
2011-10-21 00:00 9999-99-99 99:99      1.227 -9999 -999.99     8 -9 -99999999
2011-10-24 00:00 9999-99-99 99:99      0.307 -9999 -999.99     8 -9 -99999999
2011-10-27 00:00 9999-99-99 99:99      0.589 -9999 -999.99     8 -9 -99999999
2011-10-30 00:00 9999-99-99 99:99      0.459 -9999 -999.99     8 -9 -99999999
2011-11-02 00:00 9999-99-99 99:99      0.280 -9999 -999.99     8 -9 -99999999
2011-11-05 00:00 9999-99-99 99:99      0.735 -9999 -999.99     8 -9 -99999999
2011-11-08 00:00 9999-99-99 99:99      0.789 -9999 -999.99     8 -9 -99999999
2011-11-11 00:00 9999-99-99 99:99      0.271 -9999 -999.99     8 -9 -99999999
2011-11-14 00:00 9999-99-99 99:99      0.161 -9999 -999.99     8 -9 -99999999
2011-11-17 00:00 9999-99-99 99:99      0.330 -9999 -999.99     8 -9 -99999999
2011-11-20 00:00 9999-99-99 99:99      0.546 -9999 -999.99     8 -9 -99999999
2011-11-23 00:00 9999-99-99 99:99      0.223 -9999 -999.99     8 -9 -99999999
2011-11-26 00:00 9999-99-99 99:99      0.136 -9999 -999.99     8 -9 -99999999
2011-11-29 00:00 9999-99-99 99:99      0.332 -9999 -999.99     8 -9 -99999999
2011-12-02 00:00 9999-99-99 99:99      0.242 -9999 -999.99     8 -9 -99999999
2011-12-05 00:00 9999-99-99 99:99      0.137 -9999 -999.99     8 -9 -99999999
2011-12-08 00:00 9999-99-99 99:99      0.234 -9999 -999.99     8 -9 -99999999
2011-12-11 00:00 9999-99-99 99:99      0.165 -9999 -999.99     8 -9 -99999999
2011-12-14 00:00 9999-99-99 99:99      0.508 -9999 -999.99     8 -9 -99999999
2011-12-17 00:00 9999-99-99 99:99      0.229 -9999 -999.99     8 -9 -99999999
2011-12-20 00:00 9999-99-99 99:99      0.229 -9999 -999.99     8 -9 -99999999
2011-12-23 00:00 9999-99-99 99:99      0.256 -9999 -999.99     8 -9 -99999999
2011-12-26 00:00 9999-99-99 99:99      0.401 -9999 -999.99     8 -9 -99999999
2011-12-29 00:00 9999-99-99 99:99      0.214 -9999 -999.99     8 -9 -99999999
2012-01-01 00:00 9999-99-99 99:99      0.111 -9999 -999.99     8 -9 -99999999
2012-01-04 00:00 9999-99-99 99:99      0.374 -9999 -999.99     8 -9 -99999999
2012-01-07 00:00 9999-99-99 99:99      0.150 -9999 -999.99     8 -9 -99999999
2012-01-10 00:00 9999-99-99 99:99      0.133 -9999 -999.99     8 -9 -99999999
2012-01-13 00:00 9999-99-99 99:99      0.329 -9999 -999.99     8 -9 -99999999
2012-01-16 00:00 9999-99-99 99:99      0.399 -9999 -999.99     8 -9 -99999999
2012-01-19 00:00 9999-99-99 99:99      0.486 -9999 -999.99     8 -9 -99999999
2012-01-22 00:00 9999-99-99 99:99      0.190 -9999 -999.99     8 -9 -99999999
2012-01-25 00:00 9999-99-99 99:99      0.182 -9999 -999.99     8 -9 -99999999
2012-01-28 00:00 9999-99-99 99:99      0.072 -9999 -999.99     8 -9 -99999999
2012-01-31 00:00 9999-99-99 99:99      0.107 -9999 -999.99     8 -9 -99999999
2012-02-03 00:00 9999-99-99 99:99      0.400 -9999 -999.99     8 -9 -99999999
2012-02-06 00:00 9999-99-99 99:99      0.352 -9999 -999.99     8 -9 -99999999
2012-02-09 00:00 9999-99-99 99:99      0.403 -9999 -999.99     8 -9 -99999999
2012-02-12 00:00 9999-99-99 99:99      0.212 -9999 -999.99     8 -9 -99999999
2012-02-15 00:00 9999-99-99 99:99      0.138 -9999 -999.99     8 -9 -99999999
2012-02-18 00:00 9999-99-99 99:99      0.327 -9999 -999.99     8 -9 -99999999
2012-02-21 00:00 9999-99-99 99:99      0.066 -9999 -999.99     8 -9 -99999999
2012-02-24 00:00 9999-99-99 99:99      0.135 -9999 -999.99     8 -9 -99999999
2012-02-27 00:00 9999-99-99 99:99      0.298 -9999 -999.99     8 -9 -99999999
2012-03-01 00:00 9999-99-99 99:99      0.123 -9999 -999.99     8 -9 -99999999
2012-03-04 00:00 9999-99-99 99:99      0.081 -9999 -999.99     8 -9 -99999999
2012-03-07 00:00 9999-99-99 99:99      0.042 -9999 -999.99     8 -9 -99999999
2012-03-10 00:00 9999-99-99 99:99      0.373 -9999 -999.99     8 -9 -99999999
2012-03-13 00:00 9999-99-99 99:99      0.452 -9999 -999.99     8 -9 -99999999
2012-03-16 00:00 9999-99-99 99:99      0.234 -9999 -999.99     8 -9 -99999999
2012-03-19 00:00 9999-99-99 99:99      0.102 -9999 -999.99     8 -9 -99999999
2012-03-22 00:00 9999-99-99 99:99      0.276 -9999 -999.99     8 -9 -99999999
2012-03-25 00:00 9999-99-99 99:99      0.363 -9999 -999.99     8 -9 -99999999
2012-03-28 00:00 9999-99-99 99:99      0.732 -9999 -999.99     8 -9 -99999999
2012-03-31 00:00 9999-99-99 99:99      0.219 -9999 -999.99     8 -9 -99999999
2012-04-03 00:00 9999-99-99 99:99      0.245 -9999 -999.99     8 -9 -99999999
2012-04-06 00:00 9999-99-99 99:99      0.541 -9999 -999.99     8 -9 -99999999
2012-04-09 00:00 9999-99-99 99:99      0.301 -9999 -999.99     8 -9 -99999999
2012-04-12 00:00 9999-99-99 99:99      1.264 -9999 -999.99     8 -9 -99999999
2012-04-15 00:00 9999-99-99 99:99      0.369 -9999 -999.99     8 -9 -99999999
2012-04-18 00:00 9999-99-99 99:99      0.270 -9999 -999.99     8 -9 -99999999
2012-04-21 00:00 9999-99-99 99:99      0.178 -9999 -999.99     8 -9 -99999999
2012-04-24 00:00 9999-99-99 99:99 -99999.999 -9999 -999.99     4 -9 -99999999
2012-04-27 00:00 9999-99-99 99:99 -99999.999 -9999 -999.99     4 -9 -99999999
2012-04-30 00:00 9999-99-99 99:99 -99999.999 -9999 -999.99     4 -9 -99999999
2012-05-03 00:00 9999-99-99 99:99      0.661 -9999 -999.99     8 -9 -99999999
2012-05-06 00:00 9999-99-99 99:99      0.217 -9999 -999.99     8 -9 -99999999
2012-05-09 00:00 9999-99-99 99:99      0.334 -9999 -999.99     8 -9 -99999999
2012-05-12 00:00 9999-99-99 99:99      0.293 -9999 -999.99     8 -9 -99999999
2012-05-15 00:00 9999-99-99 99:99      1.131 -9999 -999.99     8 -9 -99999999
2012-05-18 00:00 9999-99-99 99:99      1.465 -9999 -999.99     8 -9 -99999999
2012-05-21 00:00 9999-99-99 99:99      0.784 -9999 -999.99     8 -9 -99999999
2012-05-24 00:00 9999-99-99 99:99      0.296 -9999 -999.99     8 -9 -99999999
2012-05-27 00:00 9999-99-99 99:99      0.214 -9999 -999.99     8 -9 -99999999
2012-05-30 00:00 9999-99-99 99:99      0.306 -9999 -999.99     8 -9 -99999999
2012-06-02 00:00 9999-99-99 99:99      0.296 -9999 -999.99     8 -9 -99999999
2012-06-05 00:00 9999-99-99 99:99 -99999.999 -9999 -999.99     4 -9 -99999999
